CustomerID,Gender,Age,SubscriptionType,MonthlySpend,TotalWatchTime,ComplaintCount,DaysSinceLastLogin,Churn,AvgSessionDuration,NumDevicesUsed,ContentPreferenceScore,ActiveDaysLastMonth,BingeWatchRatio,SkippedContentCount,DiscountReceived,LoyaltyScore,PlatformType,AdInteractionCount,ReferredFriendsCount,SocialMediaMentions
1603,Female,58,Premium,26.3,44,1,29,0,107.48,3,18.0,0,44.0,14,7.73,4.15,Mobile,5.0,4,10
1604,Male,44,Basic,23.87,23,2,21,0,70.19,2,2.0,4,5.75,11,19.43,9.66,TV,18.0,3,7
1605,Female,52,Basic,44.92,41,1,26,0,177.57,4,39.0,3,13.67,0,9.83,7.12,Web,45.0,3,17
1606,Male,19,Standard,16.03,18,1,49,0,37.98,2,77.0,4,4.5,4,2.78,6.03,Web,15.0,7,5
1607,Female,56,Basic,22.92,48,2,50,1,207.58,4,46.0,22,2.18,14,4.7,0.6,Mobile,24.0,5,17
1608,Male,54,Basic,19.81,29,2,12,0,60.17,1,59.0,9,3.22,5,7.06,8.1,Mobile,,9,10
1609,Female,38,Basic,39.7,4,1,7,0,168.27,3,39.0,20,,1,3.77,6.73,Mobile,25.0,0,3
1610,Male,22,Basic,46.24,7,1,52,0,120.79,2,86.0,14,0.5,0,14.84,1.27,TV,6.0,4,14
1611,Male,69,Basic,43.24,36,1,59,0,172.04,3,,1,36.0,10,15.81,0.11,TV,23.0,4,5
1612,Female,62,Basic,40.9,46,1,49,0,77.56,1,100.0,20,2.3,14,16.05,9.36,Mobile,28.0,5,3
1613,Female,38,Standard,49.41,35,0,1,0,96.56,2,63.0,17,2.06,6,18.32,1.98,Web,20.0,6,17
1614,Male,46,Premium,36.37,24,1,50,0,46.39,3,,17,1.41,11,17.17,4.22,TV,9.0,6,8
1615,Female,37,Basic,38.8,44,0,18,0,234.2,3,85.0,7,6.29,0,11.61,4.19,Web,30.0,7,5
1616,Male,55,Premium,49.23,48,1,23,0,25.68,2,10.0,17,2.82,18,9.99,0.86,Mobile,,3,0
1617,Male,37,Basic,5.31,4,1,4,0,116.05,1,78.0,17,0.24,5,16.01,8.04,Web,5.0,3,8
1618,Male,67,Basic,33.53,32,0,7,0,137.48,3,92.0,14,2.29,1,19.31,6.04,Mobile,40.0,8,13
1619,Female,42,Basic,38.25,21,2,19,0,62.59,2,77.14992885958563,26,0.81,14,0.61,4.735652282544443,Web,29.0,9,4
1620,Male,19,Standard,46.3,46,0,56,0,118.52,2,24.0,10,4.6,13,7.21,8.63,Mobile,48.0,0,14
1621,Male,49,Standard,44.77,41,0,34,0,128.34,3,84.0,29,1.41,7,13.36,9.1,Mobile,,1,14
1622,Female,43,Standard,42.89,24,0,1,0,71.18,3,,14,1.71,2,7.15,1.29,Web,41.0,6,2
1623,Female,23,Standard,47.56,42,0,5,0,193.58,3,54.0,28,,17,15.26,6.88,Mobile,18.0,6,9
1624,Female,58,Standard,29.18,49,2,58,0,14.1,2,72.0,11,4.45,12,15.84,2.68,Mobile,5.0,5,5
1625,Female,20,Standard,5.31,28,0,15,0,63.28,2,88.0,0,28.0,8,13.66,7.8,Web,14.0,5,18
1626,Male,50,Premium,5.5,44,2,46,0,189.1,1,27.0,2,22.0,3,3.17,1.17,Mobile,,0,2
1627,Male,18,Basic,29.51,29,1,35,0,190.12,4,,9,3.22,2,18.65,1.88,Mobile,39.0,5,2
1628,Male,68,Basic,24.59,47,0,1,1,83.25,4,28.0,26,1.81,3,6.56,2.13,Web,1.0,9,5
1629,Male,22,Standard,25.31,29,0,13,1,206.5,4,93.0,30,0.97,12,19.55,6.23,Mobile,39.0,1,13
1630,Female,30,Standard,23.02,43,1,37,0,143.59,3,88.0,9,4.78,1,7.04,6.68,Web,14.0,6,14
1631,Male,36,Basic,46.3,45,2,51,0,160.54,1,,11,4.09,9,3.22,9.19,Web,21.0,1,16
1632,Male,29,Basic,21.16,30,0,25,1,103.12,4,34.0,22,,6,5.77,0.74,Mobile,18.0,0,7
1633,Female,65,Standard,43.53,33,2,58,0,295.36,1,0.0,26,1.27,4,16.29,6.84,Mobile,49.0,5,4
1634,Male,42,Standard,45.63,27,1,19,0,222.53,1,45.0,0,27.0,19,6.16,0.12,TV,22.0,5,6
1635,Male,68,Basic,27.48,9,0,28,1,78.29,4,,0,9.0,2,11.96,5.09,Mobile,35.0,5,1
1636,Male,52,Premium,25.11,3,1,57,1,74.79,4,92.0,6,0.5,5,13.92,4.6,TV,,5,16
1637,Male,29,Standard,39.25,32,0,3,1,233.38,4,88.0,18,1.78,3,6.09,0.45,TV,24.0,4,4
1638,Male,47,Standard,36.86,16,0,19,1,119.46,3,18.0,21,0.76,3,13.28,1.87,Web,23.0,9,5
1639,Male,22,Standard,19.78,10,0,23,0,32.0,1,18.0,22,0.45,11,3.09,8.02,TV,18.0,4,12
1640,Female,51,Premium,9.61,6,1,0,1,15.5,1,32.0,10,0.6,15,12.61,3.04,TV,4.0,9,13
1641,Female,39,Basic,16.92,16,0,24,0,127.12,2,52.0,16,,2,13.1,4.82,Web,,7,7
1642,Male,56,Basic,10.9,27,1,13,1,127.34,3,86.0,3,9.0,9,0.65,3.94,Web,12.0,9,4
1643,Male,30,Standard,18.26,16,1,34,0,213.52,2,54.0,28,0.57,0,5.88,1.86,TV,7.0,0,13
1644,Female,64,Standard,16.78,40,1,52,0,174.56,1,51.0,2,20.0,10,0.12,9.41,TV,11.0,0,11
1645,Male,20,Basic,33.7,9,0,20,0,232.19,4,98.0,10,0.9,7,15.85,0.53,TV,27.0,4,10
1646,Male,37,Premium,47.95,25,1,35,0,98.74,2,91.0,15,1.67,15,8.93,4.62,Mobile,18.0,2,17
1647,Male,48,Standard,35.86,5,0,51,0,189.15,1,100.0,8,0.62,12,8.54,3.36,Web,4.0,3,8
1648,Female,22,Basic,46.7,16,0,22,0,266.28,4,40.0,23,0.7,8,9.14,6.67,TV,20.0,8,18
1649,Male,41,Basic,40.29,15,2,45,0,25.44,2,,6,2.5,0,8.09,6.47,Web,32.0,2,18
1650,Female,57,Basic,37.75,38,1,19,0,213.99,3,43.0,8,,16,3.29,6.97,TV,40.0,4,0
1651,Male,50,Standard,23.63,25,0,25,0,216.19,1,11.0,14,1.79,0,13.24,4.99,Web,25.0,8,18
1652,Female,25,Premium,19.62,3,1,50,1,239.24,3,71.0,8,0.38,15,18.35,1.11,Web,32.0,3,9
1653,Female,41,Standard,43.08,19,0,26,0,84.37,3,33.0,0,19.0,15,19.73,5.03,Mobile,26.0,3,5
1654,Male,67,Premium,45.74,48,2,40,1,127.87,1,69.0,10,4.8,12,15.94,8.79,Mobile,2.0,0,2
1655,Female,37,Premium,126.64999999999999,40,2,13,1,75.71,3,46.0,14,2.86,30,7.77,3.29,Web,12.0,4,1
1656,Male,33,Standard,5.41,10,1,35,0,96.03,1,,25,0.4,19,11.25,8.86,Mobile,40.0,5,13
1657,Female,67,Standard,40.66,22,0,3,0,290.71,1,20.0,6,,6,0.25,7.03,TV,24.0,1,13
1658,Male,69,Standard,17.83,32,0,25,0,136.47,4,76.59185030880765,22,1.45,11,7.12,11.260633087979187,TV,2.0,1,11
1659,Male,29,Standard,5.44,30,3,43,1,255.32,2,32.0,8,,15,13.43,4.88,Mobile,19.0,7,13
1660,Female,30,Basic,41.22,6,0,39,1,239.49,1,12.0,5,1.2,15,17.89,2.79,Mobile,9.0,2,10
1661,Male,62,Standard,28.28,21,3,59,0,136.14,2,42.0,11,1.91,8,2.21,0.73,Mobile,5.0,3,0
1662,Male,59,Basic,35.83,4,2,15,0,297.69,1,78.0,11,0.36,14,1.83,0.08,Mobile,2.0,2,19
1663,Female,56,Premium,46.16,36,2,42,1,253.03,3,11.0,21,1.71,16,3.09,9.04,Web,,3,14
1664,Male,42,Premium,29.35,0,2,38,0,147.4,2,22.0,13,0.0,4,2.89,5.64,Mobile,38.0,8,3
1665,Male,63,Basic,27.64,5,0,19,0,96.36,1,81.0,14,0.36,5,15.69,1.07,Web,14.0,2,9
1666,Female,49,Basic,18.08,44,1,45,1,27.21,1,88.0,2,,8,14.23,3.51,Mobile,39.0,4,6
1667,Female,41,Standard,18.73,46,2,23,1,142.12,4,92.0,0,46.0,3,18.09,5.85,Mobile,9.0,8,1
1668,Male,65,Standard,40.84,3,1,9,0,111.2,3,59.0,12,0.25,14,5.88,9.22,Mobile,36.0,6,18
1669,Male,64,Basic,25.21,29,1,1,0,214.86,1,19.0,21,,5,13.59,7.41,TV,20.0,1,7
1670,Female,61,Standard,12.36,29,0,44,1,10.81,3,53.0,0,29.0,12,7.29,4.19,Mobile,13.0,2,17
1671,Female,26,Basic,9.25,16,5,8,0,250.28,2,82.0,10,,10,2.75,0.4,Mobile,7.0,7,11
1672,Male,57,Basic,26.28,23,0,17,1,127.91,3,99.0,29,0.79,0,15.72,6.41,Mobile,34.0,5,12
1673,Female,67,Basic,25.92,30,1,41,1,143.57,1,,15,2.0,8,12.5,3.64,Mobile,4.0,0,11
1674,Male,40,Basic,34.41,27,0,45,0,58.92,3,33.0,20,1.35,0,14.06,0.7,Mobile,32.0,3,2
1675,Male,67,Standard,26.2,44,0,29,0,281.56,4,41.0,2,22.0,1,3.26,8.3,Mobile,36.0,2,5
1676,Male,30,Premium,11.46,42,0,2,0,122.52,4,42.0,15,2.8,16,12.9,9.37,TV,34.0,1,13
1677,Male,49,Standard,27.85,3,1,28,0,253.6,3,93.0,25,0.12,4,6.19,5.26,TV,10.0,4,3
1678,Male,67,Standard,45.81,38,1,53,0,75.05,4,,27,,3,5.03,1.16,Web,28.0,8,16
1679,Female,32,Basic,12.17,18,2,6,0,33.51,3,9.0,29,0.62,15,12.99,4.02,TV,17.0,3,15
1680,Female,53,Standard,36.04,23,0,24,0,192.55,4,71.0,26,0.88,19,0.49,0.77,Web,36.0,0,12
1681,Female,66,Basic,31.72,6,0,23,0,295.4,1,65.0,8,0.75,10,18.09,8.02,Mobile,,3,8
1682,Female,22,Standard,38.69,45,2,42,0,195.85,1,85.0,16,2.81,17,3.25,5.41,Mobile,31.0,0,3
1683,Male,39,Premium,11.78,47,2,5,0,184.57,3,23.0,15,3.13,1,8.39,3.93,Mobile,16.0,8,0
1684,Male,33,Basic,47.37,8,1,14,0,135.46,2,69.0,15,0.53,15,10.88,7.3,Mobile,,0,3
1685,Male,58,Standard,32.94,21,0,14,1,88.72,1,,26,0.81,5,16.7,8.37,Web,27.0,0,15
1686,Male,27,Basic,43.12,1,1,39,0,132.1,2,104.99056846179717,11,0.09,7,4.46,8.978789244919287,Mobile,32.0,7,11
1687,Female,41,Basic,16.1,26,1,26,1,48.94,1,29.0,2,13.0,19,18.46,8.21,Mobile,13.0,7,11
1688,Male,35,Basic,38.27,15,1,58,0,82.26,3,95.0,18,0.83,18,5.93,8.68,Mobile,37.0,7,1
1689,Male,66,Basic,40.15,4,0,20,0,148.78,3,2.0,0,4.0,14,10.76,4.68,Web,29.0,8,15
1690,Female,35,Basic,22.88,11,0,57,0,47.71,3,75.0,16,0.69,13,3.38,6.59,TV,6.0,8,1
1691,Female,24,Basic,22.28,25,2,57,1,238.5,2,25.0,30,0.83,0,12.45,5.9,Mobile,35.0,2,9
1692,Female,21,Standard,34.6,14,2,44,1,8.41,2,,8,,5,3.13,1.28,Web,25.0,0,3
1693,Female,43,Basic,9.2,2,2,31,1,99.87,2,33.0,14,0.14,17,1.68,2.39,TV,40.0,4,11
1694,Male,22,Standard,38.1,8,0,31,0,157.41,3,72.0,13,0.62,0,9.83,1.72,TV,23.0,4,3
1695,Male,33,Premium,6.93,27,1,11,0,279.04,3,71.0,11,2.45,17,13.95,6.49,Mobile,48.0,0,16
1696,Female,52,Standard,13.58,38,0,43,0,174.17,4,21.0,0,38.0,15,3.73,8.63,Mobile,49.0,3,18
1697,Male,43,Basic,34.89,35,2,8,1,92.0,1,46.0,14,2.5,18,1.09,7.58,Mobile,20.0,8,17
1698,Male,35,Basic,9.42,24,1,19,0,108.9,3,58.0,28,0.86,17,0.85,3.77,Mobile,13.0,2,8
1699,Male,46,Premium,48.73,40,3,48,1,105.05,2,72.0,12,,11,0.03,6.58,Mobile,14.0,1,16
1700,Female,40,Standard,44.08,27,1,14,0,58.21,4,87.0,2,13.5,2,4.67,4.1,Mobile,31.0,6,2
1701,Male,31,Standard,33.18,46,0,12,1,47.73,1,75.0,2,23.0,3,17.33,2.74,Mobile,,9,2
1702,Female,32,Basic,41.86,20,1,45,0,146.79,2,75.0,25,0.8,4,9.04,8.94,Mobile,31.0,2,12
1703,Male,66,Standard,44.94,28,0,7,1,84.73,3,52.0,23,1.22,7,18.46,2.05,Mobile,25.0,3,5
1704,Male,50,Basic,16.68,24,0,20,0,32.09,4,,20,1.2,5,4.99,6.34,Mobile,,8,12
1705,Male,42,Premium,43.22,29,2,44,0,68.86,2,54.0,19,1.53,15,19.67,7.51,Mobile,1.0,8,15
1706,Female,38,Premium,13.77,38,1,24,0,158.61,3,17.0,22,1.73,15,16.5,6.19,Mobile,18.0,6,1
1707,Male,34,Basic,23.6,10,1,34,1,80.78,3,16.0,6,,16,15.68,1.2,Web,23.0,4,17
1708,Female,40,Standard,30.12,18,1,56,0,75.13,2,39.0,2,9.0,11,11.91,2.7,Mobile,24.0,0,9
1709,Female,60,Basic,37.13,10,1,39,1,188.09,4,36.0,2,,13,3.92,0.15,Mobile,1.0,2,0
1710,Female,34,Standard,6.36,24,3,29,0,208.38,2,38.95323606035045,3,8.0,13,19.03,9.084033336036592,Mobile,45.0,8,14
1711,Male,31,Premium,18.07,0,1,30,0,76.17,3,8.0,30,0.0,5,16.21,1.85,TV,33.0,4,3
1712,Male,46,Standard,32.38,31,0,5,0,144.28,2,95.0,12,2.58,17,16.65,8.56,TV,44.0,2,17
1713,Male,37,Basic,21.08,20,1,10,1,230.55,1,100.0,30,,10,17.72,1.65,TV,47.0,7,18
1714,Male,47,Basic,39.88,44,0,41,0,208.52,4,18.0,17,2.59,11,5.16,3.72,Mobile,8.0,1,1
1715,Female,36,Premium,34.32,12,0,57,0,25.44,1,52.0,11,1.09,0,17.39,1.42,Mobile,33.0,4,11
1716,Female,56,Standard,15.55,33,1,58,0,111.22,3,41.0,17,1.94,14,9.81,5.33,Web,49.0,4,1
1717,Female,30,Standard,11.57,16,1,7,0,218.37,1,99.0,9,1.78,3,13.07,5.94,Mobile,25.0,0,0
1718,Male,35,Basic,33.31,46,1,7,0,57.93,3,,13,3.54,2,19.22,2.28,Web,44.0,9,15
1719,Female,40,Basic,25.27,18,2,54,0,62.8,3,87.0,15,1.2,7,17.97,4.07,Mobile,,2,3
1720,Male,63,Premium,12.6,9,3,38,0,190.9,4,,22,0.41,3,4.99,1.17,Mobile,5.0,2,0
1721,Female,50,Standard,19.69,41,0,50,0,88.71,2,89.0,30,,6,14.68,7.88,Mobile,11.0,4,16
1722,Male,56,Standard,18.64,8,1,54,0,100.51,3,83.0,18,0.44,2,16.59,7.87,Web,8.0,6,10
1723,Male,57,Standard,9.87,10,0,11,1,159.23,1,77.0,20,0.5,6,8.83,2.58,Web,9.0,3,4
1724,Female,35,Standard,29.61,37,2,2,1,226.42,2,,1,37.0,1,2.14,2.64,Mobile,20.0,8,18
1725,Female,26,Basic,39.36,30,3,42,0,152.0,1,95.0,11,2.73,12,6.28,6.1,Web,49.0,9,18
1726,Female,50,Basic,30.9,1,3,44,0,268.56,1,7.0,28,0.04,14,14.68,6.09,TV,15.0,9,12
1727,Female,49,Standard,42.18,23,1,15,0,36.46,1,52.0,16,1.44,3,11.74,7.33,Mobile,36.0,5,12
1728,Male,34,Standard,10.74,41,1,40,0,227.47,3,36.0,15,2.73,3,15.43,0.97,TV,16.0,2,15
1729,Female,36,Standard,24.6,46,0,26,1,165.37,2,100.0,24,1.92,13,17.93,6.72,TV,34.0,2,1
1730,Female,44,Premium,32.42,4,1,15,1,245.92,3,74.0,29,,5,6.52,7.36,Web,13.0,2,17
1731,Female,23,Basic,35.42,49,1,4,0,98.34,2,69.0,19,,17,13.76,2.79,Mobile,,5,12
1732,Male,52,Basic,36.31,29,3,58,0,147.22,2,36.0,24,1.21,18,1.94,2.58,TV,,2,8
1733,Male,54,Premium,37.8,38,1,39,1,247.96,2,31.0,4,9.5,9,13.29,6.65,Web,32.0,4,13
1734,Female,51,Standard,34.31,34,1,11,0,250.38,4,32.0,4,8.5,6,0.71,1.17,Mobile,22.0,7,6
1735,Male,37,Standard,9.24,47,1,2,0,115.92,4,45.0,15,3.13,12,5.04,5.42,Mobile,3.0,1,9
1736,Female,42,Standard,36.29,16,1,34,0,247.55,3,80.0,18,0.89,19,8.96,5.02,Web,48.0,8,3
1737,Male,21,Standard,37.62,30,0,44,1,206.31,4,60.0,20,1.5,15,16.9,6.73,Web,35.0,7,2
1738,Male,27,Basic,49.71,1,3,2,0,125.78,1,53.0,25,0.04,8,2.97,6.06,TV,10.0,4,12
1739,Male,27,Standard,36.2,15,2,30,0,291.06,2,97.0,30,0.5,12,15.6,8.14,TV,30.0,7,14
1740,Male,41,Premium,35.91,20,3,23,0,14.11,2,98.0,21,0.95,1,11.29,0.61,TV,19.0,5,13
1741,Female,38,Standard,28.17,29,2,40,0,117.89,4,37.0,26,1.12,3,9.14,6.47,Mobile,11.0,8,8
1742,Female,28,Standard,44.06,0,4,28,0,95.55,1,49.0,17,0.0,18,12.84,7.18,Web,3.0,9,11
1743,Female,44,Basic,49.86,13,2,54,0,281.05,1,1.498756282694238,4,3.25,9,6.89,7.511344605668067,Mobile,41.0,3,2
1744,Male,33,Basic,40.06,15,2,32,0,34.34,1,62.0,26,0.58,0,19.89,3.7,Mobile,47.0,4,8
1745,Female,43,Basic,32.56,8,2,37,0,190.27,4,65.0,6,,3,2.21,2.92,Mobile,14.0,8,8
1746,Female,47,Basic,8.55,48,2,50,0,216.41,3,57.0,11,4.36,15,2.77,6.65,TV,10.0,2,9
1747,Female,66,Premium,37.7,7,0,15,1,59.33,1,,14,0.5,6,17.68,5.15,Web,33.0,0,17
1748,Male,33,Standard,36.89,8,1,32,0,49.23,3,22.0,23,0.35,4,4.38,3.76,Mobile,2.0,8,18
1749,Male,24,Standard,39.9,33,1,9,1,19.11,2,12.0,14,2.36,12,1.22,7.45,Mobile,38.0,4,17
1750,Male,33,Standard,10.6,44,2,29,0,51.87,4,27.0,19,,15,17.82,4.81,Mobile,31.0,0,2
1751,Female,52,Basic,34.42,32,1,33,0,243.42,1,15.0,27,1.19,5,1.25,4.58,Web,28.0,6,14
1752,Female,33,Premium,18.31,21,1,59,0,283.47,2,59.0,5,4.2,18,17.2,3.59,Mobile,20.0,4,3
1753,Female,57,Basic,39.21,29,0,34,0,270.92,4,12.0,18,1.61,17,10.61,0.49,TV,18.0,1,6
1754,Male,29,Basic,15.82,6,0,6,0,112.76,2,23.0,20,0.3,10,10.69,8.34,Mobile,33.0,6,4
1755,Male,52,Standard,35.78,17,0,5,0,219.13,1,67.0,28,0.61,14,2.62,3.43,Mobile,34.0,6,3
1756,Female,66,Premium,18.27,20,1,14,0,248.98,3,95.0,29,0.69,8,12.61,4.37,TV,17.0,5,13
1757,Male,38,Premium,5.4,4,0,31,1,244.68,4,45.0,21,0.19,18,7.41,1.18,Web,45.0,3,5
1758,Male,67,Basic,33.5,6,1,1,1,23.49,2,50.0,26,0.23,11,7.25,6.14,Web,11.0,2,4
1759,Male,60,Premium,10.1,11,0,31,0,68.37,2,44.0,2,5.5,13,13.94,5.95,Web,14.0,1,19
1760,Male,53,Basic,34.67,16,1,27,0,281.99,3,25.0,24,0.67,16,17.36,3.04,Mobile,41.0,4,8
1761,Female,65,Basic,46.65,23,0,20,0,223.27,2,42.0,0,23.0,17,14.63,3.58,Web,9.0,9,16
1762,Male,34,Premium,243.1,36,1,16,0,251.13,1,78.0,29,1.24,4,13.64,7.49,Mobile,20.0,4,9
1763,Male,49,Premium,15.62,43,2,18,1,156.67,3,79.0,13,3.31,16,17.72,5.34,Web,1.0,2,19
1764,Male,58,Standard,41.42,18,1,13,0,120.95,1,0.0,18,1.0,14,18.01,2.5,Mobile,18.0,8,17
1765,Male,23,Standard,20.91,44,3,48,0,197.11,1,27.0,7,6.29,13,14.73,5.64,Mobile,15.0,0,19
1766,Female,41,Premium,45.52,15,3,50,0,144.49,1,80.0,3,5.0,2,16.41,8.75,Web,37.0,6,18
1767,Female,44,Standard,40.44,24,0,33,0,115.26,4,15.0,4,6.0,3,4.83,9.97,Mobile,49.0,9,2
1768,Male,37,Premium,8.33,26,1,47,0,107.62,2,94.0,19,1.37,14,13.62,0.91,TV,46.0,7,17
1769,Male,42,Standard,23.32,41,1,19,0,51.58,4,59.0,1,41.0,16,9.78,4.48,Web,34.0,8,12
1770,Male,19,Premium,20.18,43,0,20,0,161.18,2,100.0,15,2.87,12,16.98,4.47,Mobile,34.0,3,4
1771,Male,26,Premium,40.33,6,1,47,0,158.35,3,,6,1.0,15,19.22,9.44,Mobile,4.0,1,4
1772,Male,45,Basic,23.46,45,0,2,0,179.28,4,67.0,1,45.0,16,5.35,9.2,TV,44.0,7,11
1773,Male,55,Premium,35.81,41,1,57,0,39.29,2,42.0,22,1.86,16,13.43,4.49,Web,5.0,7,19
1774,Female,20,Standard,32.11,7,0,13,1,274.9,1,23.0,25,0.28,5,17.1,2.68,Web,38.0,7,1
1775,Male,37,Basic,48.9,14,1,20,1,223.91,3,26.0,27,0.52,4,13.63,6.45,Web,13.0,0,18
1776,Female,23,Standard,47.2,15,1,26,0,43.63,3,34.0,6,2.5,7,13.76,1.21,Mobile,27.0,1,4
1777,Female,56,Basic,24.25,7,1,6,0,28.41,1,33.0,13,0.54,3,16.35,2.03,Web,8.0,8,17
1778,Male,50,Standard,37.56,35,1,41,1,194.66,4,56.0,21,1.67,19,14.05,8.22,Web,29.0,5,18
1779,Female,18,Premium,42.33,31,0,28,1,105.74,2,84.0,8,3.88,2,16.54,8.38,Mobile,37.0,4,5
1780,Female,54,Basic,45.45,16,0,8,0,99.12,3,44.0,17,0.94,5,19.82,9.05,Web,22.0,7,17
1781,Female,23,Standard,8.07,35,1,39,1,252.8,2,12.0,26,1.35,19,10.88,7.46,Mobile,3.0,6,16
1782,Female,62,Premium,18.59,21,1,14,0,106.82,3,72.0,23,0.91,2,13.32,1.67,Web,34.0,6,12
1783,Female,51,Standard,19.41,31,2,43,0,191.49,1,70.0,7,4.43,18,12.3,2.92,Mobile,41.0,4,7
1784,Female,64,Basic,24.55,10,1,27,0,163.44,1,43.0,20,0.5,7,5.64,4.63,Mobile,24.0,5,17
1785,Male,32,Standard,12.62,44,1,37,0,82.58,4,28.0,5,8.8,3,16.66,3.2,Web,34.0,2,12
1786,Female,62,Standard,27.33,5,2,14,0,102.83,3,22.0,30,0.17,0,7.73,5.34,TV,33.0,2,9
1787,Female,43,Standard,34.84,21,0,14,0,283.24,1,61.0,8,2.62,17,19.09,0.95,Web,,3,0
1788,Female,31,Premium,27.38,13,0,29,0,102.75,1,81.0,17,0.76,9,16.54,9.52,Mobile,38.0,7,13
1789,Male,24,Standard,34.96,27,1,56,0,236.28,1,87.0,29,0.93,2,3.1,9.79,TV,22.0,2,9
1790,Female,63,Premium,7.99,38,1,31,0,259.08,2,47.0,22,1.73,11,1.2,0.73,TV,8.0,4,12
1791,Male,48,Standard,44.42,11,0,39,0,25.96,3,61.0,20,0.55,11,2.8,0.4,Mobile,23.0,5,9
1792,Female,41,Basic,47.26,26,2,11,0,200.62,4,4.0,28,0.93,4,15.57,4.87,TV,20.0,9,6
1793,Male,48,Standard,32.81,0,2,19,0,226.03,2,23.0,7,0.0,19,14.58,1.43,Mobile,,4,19
1794,Male,46,Standard,44.66,9,2,26,0,133.04,4,84.0,8,1.12,11,12.05,1.39,TV,21.0,9,16
1795,Female,59,Standard,10.92,32,1,1,0,172.95,1,92.0,3,10.67,12,3.63,3.68,Mobile,6.0,9,19
1796,Female,49,Basic,40.89,15,0,40,0,52.73,4,32.0,12,1.25,2,9.0,9.58,TV,27.0,5,13
1797,Male,34,Basic,10.36,38,0,21,0,98.96,4,9.0,13,2.92,17,10.7,9.37,Mobile,6.0,3,19
1798,Female,31,Basic,23.36,5,0,25,0,213.76,1,20.0,22,0.23,7,19.41,9.28,Mobile,34.0,1,3
1799,Male,57,Basic,19.57,24,1,39,0,182.76,3,17.0,0,24.0,6,4.37,1.68,Web,17.0,5,6
1800,Male,53,Standard,31.35,49,1,7,1,45.23,3,29.0,25,1.96,14,7.03,0.85,TV,24.0,1,10
1801,Male,65,Basic,18.57,19,1,35,0,296.47,2,102.06011216235046,0,19.0,16,12.85,-2.3543764904426987,Mobile,29.0,8,4
1802,Male,41,Standard,33.68,35,1,25,0,281.65,4,32.0,27,1.3,0,4.21,5.9,Web,8.0,0,15
1803,Male,62,Basic,21.53,22,1,36,0,71.11,3,51.0,1,22.0,15,3.58,3.39,Web,49.0,8,8
1804,Female,44,Basic,43.74,15,0,16,0,263.16,2,12.0,3,5.0,13,8.85,8.75,Mobile,5.0,9,2
1805,Male,42,Standard,33.52,0,0,56,0,83.81,2,,12,0.0,9,10.42,6.59,Mobile,19.0,3,18
1806,Male,49,Basic,14.69,29,0,6,0,171.3,3,63.0,29,1.0,19,13.77,9.98,Web,17.0,9,16
1807,Female,69,Premium,20.13,26,0,0,0,235.71,3,49.0,15,1.73,3,15.21,9.08,Web,28.0,8,6
1808,Male,35,Basic,43.13,1,0,26,0,106.5,4,5.0,8,0.12,3,17.38,5.71,Mobile,0.0,2,8
1809,Female,63,Standard,22.39,47,2,41,0,168.77,3,83.0,14,,5,6.78,8.31,Mobile,37.0,0,9
1810,Female,35,Premium,29.11,20,1,25,0,137.85,3,36.0,6,3.33,14,10.08,1.6,Mobile,42.0,3,19
1811,Female,54,Standard,34.2,8,0,31,0,229.26,2,75.0,22,0.36,4,17.27,8.6,Mobile,40.0,6,11
1812,Male,43,Basic,20.65,46,0,13,0,146.21,3,11.0,26,,14,9.27,7.16,Mobile,25.0,1,15
1813,Male,26,Standard,18.23,23,2,18,0,172.24,1,57.0,21,1.1,18,2.76,3.87,Mobile,8.0,1,8
1814,Male,52,Standard,26.39,47,1,8,0,254.44,1,57.0,14,3.36,19,8.71,8.07,TV,,6,17
1815,Female,25,Premium,14.67,40,1,42,0,211.1,3,,3,13.33,18,15.4,6.57,Mobile,34.0,2,17
1816,Male,37,Premium,17.79,38,1,58,0,160.61,4,4.0,15,,2,9.39,0.87,Mobile,32.0,0,2
1817,Female,59,Basic,7.79,41,0,43,1,141.08,4,83.0,8,5.12,1,4.9,9.79,TV,,2,0
1818,Male,39,Premium,18.68,6,2,0,0,42.4,1,93.0,26,0.23,0,18.83,2.71,Mobile,1.0,9,15
1819,Female,36,Basic,19.43,29,1,53,0,21.63,4,16.0,10,2.9,2,6.09,5.47,Mobile,43.0,2,6
1820,Male,47,Basic,48.28,44,0,20,0,286.07,2,84.0,15,2.93,18,10.39,8.69,TV,9.0,7,8
1821,Male,45,Premium,157.7,1,1,19,0,60.03,1,,21,0.05,0,7.06,2.89,Mobile,39.0,0,2
1822,Male,52,Basic,40.43,11,1,48,0,86.68,3,,0,11.0,15,8.34,2.31,Web,46.0,3,9
1823,Female,60,Basic,7.04,12,1,54,0,185.23,1,6.0,21,0.57,0,12.87,5.55,Web,22.0,6,11
1824,Female,28,Basic,9.79,2,1,32,0,249.24,1,35.0,25,0.08,10,9.62,3.52,TV,4.0,3,4
1825,Male,48,Standard,41.65,42,2,32,0,250.78,3,,2,21.0,13,2.04,6.92,TV,17.0,3,19
1826,Male,66,Standard,33.06,39,0,17,0,249.75,2,81.86005880540574,0,39.0,18,10.17,2.6475779985513657,Web,2.0,0,2
1827,Female,65,Standard,13.59,42,1,40,1,293.54,4,78.0,0,,8,5.96,9.89,Web,21.0,8,12
